,word,count,is_preventive
79,EXAM,0.06903693476009665,True
80,BORD,0.03451846738004832,True
81,Nexgard,0.41422160856057993,True
82,Chews,0.10355540214014498,True
83,Purple,0.10355540214014498,True
84,24.1-60,0.1380738695201933,True
85,Medical,0.2416292716603383,True
86,Waste,0.3106662064204349,True
87,Level,0.06903693476009665,True
88,Leptospira,0.17259233690024162,True
89,Vaccination,0.8974801518812565,True
90,Flu,0.3106662064204349,True
91,H3N2,0.17259233690024162,True
92,FLU,0.03451846738004832,True
93,H3N8,0.10355540214014498,True
94,AD,0.10355540214014498,True
95,Schem/cbc/t4,0.03451846738004832,True
96,Heartworm/Lyme/Ehrlichia/Anaplasmos,0.06903693476009665,True
97,PROHEART,0.03451846738004832,True
98,MONTH,0.03451846738004832,True
99,Ear,0.03451846738004832,True
100,cleaning,0.03451846738004832,True
101,Bi-lateral,0.03451846738004832,True
102,AC,0.06903693476009665,True
103,CBC,0.10355540214014498,True
104,SA600,0.03451846738004832,True
105,Nobivac,0.06903693476009665,True
106,Lepto,0.44874007594062826,True
107,Bravecto,1.070072488781498,True
108,44.1,0.03451846738004832,True
109,88lb,0.03451846738004832,True
110,single,0.10355540214014498,True
111,blue,0.06903693476009665,True
112,Combo,0.2761477390403866,True
113,4dx,0.03451846738004832,True
114,Distemper,0.20711080428028997,True
115,3yr,0.6213324128408698,True
116,Disease,0.17259233690024162,True
117,Initial,0.10355540214014498,True
118,Dolpac,0.10355540214014498,True
119,Tabs,0.10355540214014498,True
120,DF,0.03451846738004832,True
121,DA2P,0.17259233690024162,True
122,Parvo,0.06903693476009665,True
123,DHPP,0.2416292716603383,True
124,booster,0.03451846738004832,True
125,2,0.34518467380048323,True
126,of,0.10355540214014498,True
127,Drontal,0.17259233690024162,True
128,68.0,0.03451846738004832,True
129,mg,0.20711080428028997,True
130,Safe,0.03451846738004832,True
131,Guard,0.03451846738004832,True
132,Suspension,0.03451846738004832,True
133,25.1-50,0.03451846738004832,True
134,50-100,0.1380738695201933,True
135,lbs,1.2771832930617881,True
136,Single,0.4832585433206766,True
137,Metronidazole,0.03451846738004832,True
138,250,0.03451846738004832,True
139,Panacur,0.1380738695201933,True
140,51lb-100lb,0.03451846738004832,True
141,Dose,0.44874007594062826,True
142,per,0.3797031411805316,True
143,day,0.06903693476009665,True
144,SNAP,0.2416292716603383,True
145,4DX,0.6558508802209182,True
146,HW/E,0.10355540214014498,True
147,Canis/Anap./Lyme,0.10355540214014498,True
148,RABIES,0.44874007594062826,True
149,VACCINATION,0.10355540214014498,True
150,reminder,0.06903693476009665,True
151,YEAR,0.41422160856057993,True
152,BOOSTER,0.41422160856057993,True
153,cvv,0.10355540214014498,True
154,tdt,0.06903693476009665,True
155,Prpl,0.06903693476009665,True
156,Lg,0.06903693476009665,True
157,24.1-60lb/11-27.3kg,0.06903693476009665,True
158,10-24lbs,0.03451846738004832,True
159,6pk,0.2761477390403866,True
160,Blue,0.6213324128408698,True
161,6m,0.03451846738004832,True
162,25lbs,0.1380738695201933,True
163,Year,0.7939247497411115,True
164,Spectrum,0.10355540214014498,True
165,Chew,0.3797031411805316,True
166,08.1-25lbs,0.03451846738004832,True
167,Green,0.5522954780807732,True
168,Intra-nasal,0.03451846738004832,True
169,Tick,0.03451846738004832,True
170,Tapeworm,0.06903693476009665,True
171,Treatment,0.10355540214014498,True
172,Int'l,0.03451846738004832,True
173,Travel,0.03451846738004832,True
174,Parastar,0.06903693476009665,True
175,4-22lbs,0.03451846738004832,True
176,3pk,0.03451846738004832,True
177,Orange,0.10355540214014498,True
178,ComboGuard,0.17259233690024162,True
179,40.1-60lb,0.06903693476009665,True
180,DISPMED,0.20711080428028997,True
181,LEPTOSPIROSIS,0.1380738695201933,True
182,VACCINE#2(ANNUAL,0.03451846738004832,True
183,Parasite,0.3106662064204349,True
184,Screen,0.1380738695201933,True
185,12,0.10355540214014498,True
186,22kg,0.03451846738004832,True
187,Prepaid,0.10355540214014498,True
188,DA2P-Pv,0.34518467380048323,True
189,4wk,0.10355540214014498,True
190,O&P,0.3106662064204349,True
191,T805,0.20711080428028997,True
192,Intranasal,0.6213324128408698,True
193,Ova,0.2416292716603383,True
194,and,0.2416292716603383,True
195,Sentinel,0.34518467380048323,True
196,11,0.10355540214014498,True
197,PER,0.1380738695201933,True
198,DOSE,0.10355540214014498,True
199,Imrab,0.06903693476009665,True
200,DAPPv,0.03451846738004832,True
201,Bronchi-Shield,0.03451846738004832,True
202,Lab,0.06903693476009665,True
203,Ova/Parasites,0.06903693476009665,True
204,Promo,0.03451846738004832,True
205,Package,0.03451846738004832,True
206,Injectable,0.2416292716603383,True
207,CareClub,0.10355540214014498,True
208,Puppy/Kitten,0.03451846738004832,True
209,Deworming,0.03451846738004832,True
210,Pick,0.06903693476009665,True
211,Li,0.03451846738004832,True
212,IDEXX,0.17259233690024162,True
213,FECAL,0.1380738695201933,True
214,G,0.03451846738004832,True
215,Krillex,0.03451846738004832,True
216,Shed,0.03451846738004832,True
217,Free,0.03451846738004832,True
218,60ct,0.06903693476009665,True
219,Pet,0.03451846738004832,True
220,IDX,0.06903693476009665,True
221,Panel,0.17259233690024162,True
222,Standard,0.06903693476009665,True
223,8.1-25,0.03451846738004832,True
224,DAPP,0.10355540214014498,True
225,50.1-100lb/22.8-45.4kg,0.06903693476009665,True
226,22-44,0.06903693476009665,True
227,Pack,0.06903693476009665,True
228,26-50,0.1380738695201933,True
229,4Serovar,0.1380738695201933,True
230,DrontalPlusCanine136,0.03451846738004832,True
231,Rx,0.03451846738004832,True
232,Injection,0.17259233690024162,True
233,Proheart,0.03451846738004832,True
234,61-90,0.03451846738004832,True
235,UBAVET,0.03451846738004832,True
236,Powermeg,0.03451846738004832,True
237,250ml,0.03451846738004832,True
238,Leptovax,0.03451846738004832,True
239,4,0.2416292716603383,True
240,Second,0.03451846738004832,True
241,Cough,0.06903693476009665,True
242,Syndrome,0.03451846738004832,True
243,IN,0.1380738695201933,True
244,Brown,0.2416292716603383,True
245,51-100lbs)-6,0.06903693476009665,True
246,mos,0.06903693476009665,True
247,Tablet,0.10355540214014498,True
248,44.1-88,0.20711080428028997,True
249,8.1,0.03451846738004832,True
250,25lb,0.06903693476009665,True
251,Each,0.03451846738004832,True
252,PrazPyr,0.03451846738004832,True
253,Fel,0.06903693476009665,True
254,Tab,0.10355540214014498,True
255,Da2pp,0.10355540214014498,True
256,Discount,0.1380738695201933,True
257,Vir.(Intranasal,0.1380738695201933,True
258,non-Purevax,0.03451846738004832,True
259,Feline,0.2761477390403866,True
260,FVRCP,0.2761477390403866,True
261,Strongid,0.10355540214014498,True
262,Pyrantel,0.03451846738004832,True
263,Pamoate,0.03451846738004832,True
264,32oz,0.03451846738004832,True
265,oz,0.03451846738004832,True
266,Granules,0.03451846738004832,True
267,by,0.03451846738004832,True
268,the,0.03451846738004832,True
269,gram,0.03451846738004832,True
270,222mg/g,0.03451846738004832,True
271,Giardia,0.3106662064204349,True
272,Elisa,0.03451846738004832,True
273,2018,0.03451846738004832,True
274,24-60lb,0.03451846738004832,True
275,5917,0.03451846738004832,True
276,Pill,0.10355540214014498,True
277,Splitter,0.06903693476009665,True
278,9.9-22lb/4.5-10kg,0.10355540214014498,True
279,Sgl,0.2761477390403866,True
280,Add,0.10355540214014498,True
281,On,0.10355540214014498,True
282,ADD70,0.03451846738004832,True
283,PREPAID,0.06903693476009665,True
284,DHPPL,0.03451846738004832,True
285,tab,0.10355540214014498,True
286,TBF,0.03451846738004832,True
287,UA,0.06903693476009665,True
288,SA705,0.03451846738004832,True
289,US,0.03451846738004832,True
290,Guided,0.03451846738004832,True
291,Cystocentesis,0.03451846738004832,True
292,Fenbendazole,0.03451846738004832,True
293,100mg/ml,0.03451846738004832,True
294,Sm,0.03451846738004832,True
295,up,0.06903693476009665,True
296,to,0.17259233690024162,True
297,25,0.06903693476009665,True
298,chew,0.06903693476009665,True
299,Vacc1yr,0.03451846738004832,True
300,w,0.2416292716603383,True
301,Comp,0.03451846738004832,True
302,Antigens,0.03451846738004832,True
303,Doxycycline,0.03451846738004832,True
304,100mg,0.03451846738004832,True
305,tablet,0.1380738695201933,True
306,month,0.10355540214014498,True
307,retest,0.03451846738004832,True
308,Baseline,0.03451846738004832,True
309,Radiographs,0.03451846738004832,True
310,Xray,0.03451846738004832,True
311,Iverhart,0.03451846738004832,True
312,0-25lbs,0.03451846738004832,True
313,Effitix,0.06903693476009665,True
314,11-23,0.06903693476009665,True
315,months,0.2761477390403866,True
316,Prednisone,0.03451846738004832,True
317,5,0.10355540214014498,True
318,Senior,0.03451846738004832,True
319,Wellness,0.10355540214014498,True
320,Profile,0.10355540214014498,True
321,NEXGARD,0.03451846738004832,True
322,6PK,0.03451846738004832,True
323,med,0.03451846738004832,True
324,DOG,0.10355540214014498,True
325,INTERCEPTOR,0.03451846738004832,True
326,PLUS,0.1380738695201933,True
327,8-25LBS,0.03451846738004832,True
328,Comprehensive,0.1380738695201933,True
329,Bivalent,0.1380738695201933,True
330,Nob,0.03451846738004832,True
331,1of2,0.03451846738004832,True
332,Hazardous,0.1380738695201933,True
333,Disposal,0.2416292716603383,True
334,Virbantel,0.03451846738004832,True
335,puppy/kitten,0.03451846738004832,True
336,4-22,0.03451846738004832,True
337,ORANGE,0.03451846738004832,True
338,PUP,0.03451846738004832,True
339,FINAL,0.06903693476009665,True
340,12-16,0.03451846738004832,True
341,Wks,0.03451846738004832,True
342,other,0.06903693476009665,True
343,Split/with,0.03451846738004832,True
344,vacc,0.03451846738004832,True
345,Simparica,0.3106662064204349,True
346,44.1-88.0,0.10355540214014498,True
347,green,0.10355540214014498,True
348,51-100,0.2416292716603383,True
349,mo,0.1380738695201933,True
350,Flotation,0.03451846738004832,True
351,Prepay,0.03451846738004832,True
352,0,0.03451846738004832,True
353,6-Pack,0.03451846738004832,True
354,11.5-22.0lbs,0.03451846738004832,True
355,SINGLE,0.17259233690024162,True
356,O,0.06903693476009665,True
357,68mg,0.03451846738004832,True
358,2wk,0.06903693476009665,True
359,Trifexis,0.17259233690024162,True
360,0140mg,0.03451846738004832,True
361,05-10,0.03451846738004832,True
362,Mo,0.03451846738004832,True
363,AC808,0.03451846738004832,True
364,Accuplex,0.06903693476009665,True
365,Sedimentation,0.06903693476009665,True
366,w/Giardia,0.10355540214014498,True
367,Chewables,0.06903693476009665,True
368,10.1-24,0.10355540214014498,True
369,68,0.06903693476009665,True
370,mcg,0.10355540214014498,True
371,third,0.03451846738004832,True
372,vaccine,0.20711080428028997,True
373,waste,0.03451846738004832,True
374,disposal,0.03451846738004832,True
375,fee,0.03451846738004832,True
376,26,0.03451846738004832,True
377,50,0.1380738695201933,True
378,ORAL,0.06903693476009665,True
379,PUPPY,0.06903693476009665,True
380,2nd,0.03451846738004832,True
381,All,0.03451846738004832,True
382,Sizes,0.03451846738004832,True
383,pill,0.06903693476009665,True
384,DRONTAL,0.03451846738004832,True
385,LG,0.06903693476009665,True
386,68MG,0.03451846738004832,True
387,DHPPC/Lyme/Lepto,0.03451846738004832,True
388,Heartworm/Lyme/Ehrlichia/Anaplasma,0.03451846738004832,True
389,canine,0.03451846738004832,True
390,FELV,0.06903693476009665,True
391,FIV,0.03451846738004832,True
392,IH,0.1380738695201933,True
393,In,0.10355540214014498,True
394,House,0.10355540214014498,True
395,DAP,0.17259233690024162,True
396,Dx,0.1380738695201933,True
397,EDD,0.03451846738004832,True
398,Adult,0.06903693476009665,True
399,AC607,0.03451846738004832,True
400,In-house,0.06903693476009665,True
401,12Pk,0.03451846738004832,True
402,22,0.06903693476009665,True
403,44,0.03451846738004832,True
404,68996,0.03451846738004832,True
405,Dasuquin,0.03451846738004832,True
406,Adv,0.03451846738004832,True
407,64Ct,0.03451846738004832,True
408,60-120,0.03451846738004832,True
409,50.1-100,0.1380738695201933,True
410,26-50lbs,0.03451846738004832,True
411,22.1,0.03451846738004832,True
412,44lbs,0.03451846738004832,True
413,Orange>4.5kg-10kg,0.03451846738004832,True
414,Administration,0.06903693476009665,True
415,Fee,0.34518467380048323,True
416,Revolution,0.2416292716603383,True
417,Felv,0.03451846738004832,True
418,Fiv,0.03451846738004832,True
419,RAH,0.03451846738004832,True
420,Vaccinations,0.03451846738004832,True
421,Revolution(<=2.5kg,0.03451846738004832,True
422,Mauve,0.03451846738004832,True
423,22.1-44,0.03451846738004832,True
424,Microchip-Homeagain,0.03451846738004832,True
425,registr,0.03451846738004832,True
426,PANACUR,0.03451846738004832,True
427,51-75LB,0.03451846738004832,True
428,PACKET,0.03451846738004832,True
429,GROUP,0.03451846738004832,True
430,Occult,0.06903693476009665,True
431,Heartworm/Lyme/Ehrlichia/Anaplasmosis,0.03451846738004832,True
432,doses,0.03451846738004832,True
433,6mos,0.03451846738004832,True
434,2-8lb/0.9-3.6kg,0.03451846738004832,True
435,Microchip,0.20711080428028997,True
436,Implantation/Registration,0.03451846738004832,True
437,D,0.06903693476009665,True
438,IN-CLINIC,0.03451846738004832,True
439,Hills,0.03451846738004832,True
440,DD,0.03451846738004832,True
441,Salmon,0.03451846738004832,True
442,370,0.03451846738004832,True
443,gm,0.06903693476009665,True
444,can,0.03451846738004832,True
445,INFLUENZA,0.03451846738004832,True
446,BIVAL,0.03451846738004832,True
447,YEARLY,0.03451846738004832,True
448,EXAM/INTESTINAL,0.03451846738004832,True
449,PARASITE,0.10355540214014498,True
450,15,0.06903693476009665,True
451,ml,0.06903693476009665,True
452,40-56kg,0.03451846738004832,True
453,PINK,0.03451846738004832,True
454,Chewable,0.1380738695201933,True
455,T615,0.06903693476009665,True
456,Idexx,0.20711080428028997,True
457,II,0.06903693476009665,True
458,Lrg,0.03451846738004832,True
459,11-25kg,0.03451846738004832,True
460,L,0.03451846738004832,True
461,51-100lb/23-45kg,0.03451846738004832,True
462,25.1,0.03451846738004832,True
463,H3N2/H3N8,0.10355540214014498,True
464,First,0.03451846738004832,True
465,FeLV,0.03451846738004832,True
466,5.75mg/57mg,0.03451846738004832,True
467,Imrab3,0.03451846738004832,True
468,55,0.03451846738004832,True
469,Large,0.10355540214014498,True
470,4.5-9.9,0.03451846738004832,True
471,44.1-88lb,0.03451846738004832,True
472,Parainfluenza,0.06903693476009665,True
473,8.1-25lb/3.7-11.3kg,0.06903693476009665,True
474,DI,0.03451846738004832,True
475,Triennial,0.03451846738004832,True
476,Rimadyl,0.03451846738004832,True
477,mg/ml,0.03451846738004832,True
478,cc,0.03451846738004832,True
479,LEPTOSPIRA,0.03451846738004832,True
480,INITIAL,0.03451846738004832,True
481,HomeAgain,0.03451846738004832,True
482,Service,0.03451846738004832,True
483,Client,0.03451846738004832,True
484,only,0.03451846738004832,True
485,1000mg,0.1380738695201933,True
486,44-88,0.1380738695201933,True
487,Disposal/OSHA,0.03451846738004832,True
488,Gabapentin,0.03451846738004832,True
489,50mg,0.03451846738004832,True
490,60-120lb,0.03451846738004832,True
491,FELINE,0.1380738695201933,True
492,ID,0.06903693476009665,True
493,Add-on,0.03451846738004832,True
494,Day,0.03451846738004832,True
495,180,0.03451846738004832,True
496,Vanguard,0.17259233690024162,True
497,Blood,0.17259233690024162,True
498,Collection,0.10355540214014498,True
499,O/P,0.03451846738004832,True
500,OSHA,0.10355540214014498,True
501,Floatation,0.03451846738004832,True
502,Dist(3yr,0.03451846738004832,True
503,5.6,0.03451846738004832,True
504,11lbs,0.03451846738004832,True
505,DA2PPV,0.10355540214014498,True
506,CIV,0.10355540214014498,True
507,COMBO,0.03451846738004832,True
508,ANNUAL,0.10355540214014498,True
509,HEARTWORM,0.10355540214014498,True
510,4Dx,0.06903693476009665,True
511,YEARS,0.06903693476009665,True
512,INTESTINAL,0.03451846738004832,True
513,Red,0.10355540214014498,True
514,27.3-54.4kg,0.06903693476009665,True
515,SC,0.10355540214014498,True
516,Ehrlichia,0.10355540214014498,True
517,Anaplas,0.06903693476009665,True
518,51-100lb,0.06903693476009665,True
519,20.1-40,0.06903693476009665,True
520,Ehrl,0.06903693476009665,True
521,DHLPPC,0.03451846738004832,True
522,Primary,0.03451846738004832,True
523,Shot,0.03451846738004832,True
524,ITB,0.03451846738004832,True
525,Kennel,0.06903693476009665,True
526,cough,0.03451846738004832,True
527,BBVA,0.1380738695201933,True
528,Da2p,0.03451846738004832,True
529,Merial,0.03451846738004832,True
530,Snap,0.10355540214014498,True
531,White,0.03451846738004832,True
532,Pink,0.10355540214014498,True
533,88-123,0.06903693476009665,True
534,3.7-11.3kg,0.03451846738004832,True
535,Parasite/Giardia,0.03451846738004832,True
536,Diphenhydramine,0.03451846738004832,True
537,Inj.(Benadryl,0.03451846738004832,True
538,50mg/ml,0.03451846738004832,True
539,PILL,0.03451846738004832,True
540,30,0.03451846738004832,True
541,12-22kg,0.06903693476009665,True
542,AC1,0.03451846738004832,True
543,A2P,0.06903693476009665,True
544,Screening,0.06903693476009665,True
545,4L,0.06903693476009665,True
546,each,0.03451846738004832,True
547,112.5mg,0.03451846738004832,True
548,4.4-9.9lb,0.03451846738004832,True
549,THIRD,0.03451846738004832,True
550,VAC,0.03451846738004832,True
551,Professional,0.03451846738004832,True
552,Consult,0.03451846738004832,True
553,Inpatient,0.03451846738004832,True
554,E,0.10355540214014498,True
555,3-Year,0.03451846738004832,True
556,ELISA,0.03451846738004832,True
557,PrePaid,0.03451846738004832,True
558,20-40,0.03451846738004832,True
559,1st,0.06903693476009665,True
560,in,0.20711080428028997,True
561,Series,0.10355540214014498,True
562,Float,0.06903693476009665,True
563,ANTECH,0.03451846738004832,True
564,5013,0.06903693476009665,True
565,19,0.03451846738004832,True
566,Distemper/Parvo,0.10355540214014498,True
567,vx,0.03451846738004832,True
568,18,0.03451846738004832,True
569,Bordatella,0.06903693476009665,True
570,11.5/230,0.03451846738004832,True
571,HOME,0.06903693476009665,True
572,AGAIN,0.06903693476009665,True
573,MICROCHIP,0.06903693476009665,True
574,REGISTRATION,0.06903693476009665,True
575,tablets,0.03451846738004832,True
576,Bord,0.03451846738004832,True
577,SQ,0.03451846738004832,True
578,Bronchicine,0.03451846738004832,True
579,Boost,0.06903693476009665,True
580,L4,0.10355540214014498,True
581,Parvovirus,0.06903693476009665,True
582,Pv,0.03451846738004832,True
583,Home,0.10355540214014498,True
584,Again,0.10355540214014498,True
585,BMAH,0.03451846738004832,True
586,Enrollment,0.06903693476009665,True
587,Dental,0.03451846738004832,True
588,Prophy/Polish,0.03451846738004832,True
589,ProHeart,0.06903693476009665,True
590,Vaccination-DA2PCPv,0.03451846738004832,True
591,4Cyte,0.03451846738004832,True
592,100,0.10355540214014498,True
593,20-40kg,0.03451846738004832,True
594,4.6-10.9kg,0.03451846738004832,True
595,pkg/6,0.03451846738004832,True
596,Micro,0.03451846738004832,True
597,Finder,0.03451846738004832,True
598,Slim,0.03451846738004832,True
599,Chip,0.03451846738004832,True
600,Datamars,0.03451846738004832,True
601,IT3,0.03451846738004832,True
602,Immunization,0.03451846738004832,True
603,one,0.03451846738004832,True
604,vaccination,0.03451846738004832,True
605,Ultra,0.03451846738004832,True
606,Duramune,0.03451846738004832,True
607,0.5,0.03451846738004832,True
608,adult,0.03451846738004832,True
609,Sample,0.03451846738004832,True
610,HWT,0.03451846738004832,True
611,pro,0.03451846738004832,True
612,24639,0.03451846738004832,True
613,272,0.06903693476009665,True
614,Instant,0.03451846738004832,True
615,Rebate,0.03451846738004832,True
616,Bio,0.03451846738004832,True
617,DHLP/Parvovirus,0.03451846738004832,True
618,annual,0.03451846738004832,True
619,Early,0.03451846738004832,True
620,Detection,0.03451846738004832,True
621,Kit,0.03451846738004832,True
622,Included,0.03451846738004832,True
623,HW/Ehrlichia/Lyme/Anaplasma,0.03451846738004832,True
624,Knockout,0.06903693476009665,True
625,Area,0.06903693476009665,True
626,14oz,0.03451846738004832,True
627,WP,0.17259233690024162,True
628,cr-Lyme,0.03451846738004832,True
629,Zoetis,0.03451846738004832,True
630,Week,0.03451846738004832,True
631,Compliance,0.03451846738004832,True
632,Juvenile,0.03451846738004832,True
633,Heartworm/Lyme/Ehrlichia,0.03451846738004832,True
634,Test/Anaplas,0.03451846738004832,True
635,23-45kg,0.03451846738004832,True
636,X,0.03451846738004832,True
637,Dogs,0.10355540214014498,True
638,Membership(activation,0.03451846738004832,True
639,Identification,0.03451846738004832,True
640,Impl,0.03451846738004832,True
641,BRAVECTO,0.06903693476009665,True
642,4.4-9.9,0.03451846738004832,True
643,LBS,0.03451846738004832,True
644,1-25lbs,0.03451846738004832,True
645,hospital,0.06903693476009665,True
646,10.1,0.03451846738004832,True
647,20,0.03451846738004832,True
648,intranasal,0.03451846738004832,True
649,27.2kg,0.03451846738004832,True
650,Weeks,0.03451846738004832,True
651,2-4,0.03451846738004832,True
652,Wk,0.03451846738004832,True
653,canine-3,0.03451846738004832,True
654,20.1-40lb,0.03451846738004832,True
655,Glaucoma,0.03451846738004832,True
656,IOP,0.03451846738004832,True
657,22.8-45.4kg,0.03451846738004832,True
658,Da2PPV,0.03451846738004832,True
659,LEUKEMIA,0.03451846738004832,True
660,MEDICAL,0.06903693476009665,True
661,WASTE,0.06903693476009665,True
662,FEE,0.03451846738004832,True
663,LAB,0.06903693476009665,True
664,Felv/Fiv/Heartworm,0.03451846738004832,True
665,Cheristin,0.03451846738004832,True
666,Flea,0.03451846738004832,True
667,Control,0.03451846738004832,True
668,DA2P-PARVO,0.03451846738004832,True
669,Grn,0.06903693476009665,True
670,Proviable,0.03451846738004832,True
671,Forte,0.03451846738004832,True
672,Sprinkle,0.03451846738004832,True
673,Caps,0.03451846738004832,True
674,45ct,0.03451846738004832,True
675,24.1-60lb,0.03451846738004832,True
676,DHLPP,0.06903693476009665,True
677,LB,0.03451846738004832,True
678,"Lyme,Anaplasmosis,Ehrlich,HW)add",0.03451846738004832,True
679,on,0.03451846738004832,True
680,8.1-25lb,0.03451846738004832,True
681,Small,0.03451846738004832,True
682,9.9-22,0.03451846738004832,True
683,for,0.03451846738004832,True
684,Buy,0.03451846738004832,True
685,8.92,0.03451846738004832,True
686,Negative,0.03451846738004832,True
687,Tri-Heart,0.03451846738004832,True
688,UP,0.03451846738004832,True
689,10.1-24lbs,0.03451846738004832,True
690,Waste/Osha,0.03451846738004832,True
691,compliance,0.03451846738004832,True
692,SERESTO,0.03451846738004832,True
693,COLLAR,0.03451846738004832,True
694,LARGE,0.03451846738004832,True
695,NYS,0.03451846738004832,True
696,MANDATED,0.03451846738004832,True
697,BLOOD,0.03451846738004832,True
698,TEST,0.03451846738004832,True
699,Screen-4DX,0.03451846738004832,True
700,ECG,0.03451846738004832,True
701,Diagnostic,0.03451846738004832,True
702,Procedure,0.03451846738004832,True
703,BROWN,0.03451846738004832,True
704,10-20,0.03451846738004832,True
705,Tube,0.03451846738004832,True
706,Months,0.03451846738004832,True
707,GastroPro,0.03451846738004832,True
708,180gm,0.03451846738004832,True
709,Vaccine(nasal,0.03451846738004832,True
710,procedure,0.03451846738004832,True
711,Phlebotomy,0.03451846738004832,True
712,Internal,0.03451846738004832,True
713,Parasites+Giardia,0.03451846738004832,True
714,fecal(24639,0.03451846738004832,True
715,HealthCheck,0.03451846738004832,True
716,HW,0.06903693476009665,True
717,sCBC,0.03451846738004832,True
718,Superchem,0.03451846738004832,True
719,T4,0.10355540214014498,True
720,Multi-Advantage,0.03451846738004832,True
721,25-45kg,0.03451846738004832,True
722,Topical,0.03451846738004832,True
723,Orange(4.5-10kg,0.03451846738004832,True
724,x,0.03451846738004832,True
725,Years,0.03451846738004832,True
726,5-10,0.06903693476009665,True
727,Accuplex+O&P,0.03451846738004832,True
728,AC805,0.03451846738004832,True
729,DA2P-Pv-Cv,0.03451846738004832,True
730,SemiAnnual,0.03451846738004832,True
731,Dewormer,0.03451846738004832,True
732,List,0.03451846738004832,True
733,LINK,0.03451846738004832,True
734,KENNEL,0.03451846738004832,True
735,COUGH,0.03451846738004832,True
736,ALONE,0.03451846738004832,True
737,R,0.03451846738004832,True
738,44-88lb/20-40kg,0.03451846738004832,True
739,DISPM,0.03451846738004832,True
740,Ex,0.03451846738004832,True
741,dog,0.06903693476009665,True
742,weeks,0.03451846738004832,True
743,1-25,0.03451846738004832,True
744,SimpleGuard3,0.03451846738004832,True
745,56-95lb,0.03451846738004832,True
746,60.1-121lbs,0.03451846738004832,True
747,Tablets,0.06903693476009665,True
748,31829,0.03451846738004832,True
749,AC10,0.03451846738004832,True
750,Moxidectin(ProHeart,0.03451846738004832,True
751,10.1-25lb,0.03451846738004832,True
752,OPINJ,0.03451846738004832,True
753,PCC,0.03451846738004832,True
754,large,0.03451846738004832,True
755,24-60,0.03451846738004832,True
756,SCREEN,0.03451846738004832,True
757,CENTRIFUGATION,0.03451846738004832,True
758,DX,0.03451846738004832,True
759,TESTING,0.03451846738004832,True
760,Ova/Parasites/Giardia+ELISA,0.03451846738004832,True
761,T618,0.03451846738004832,True
762,3-yr,0.03451846738004832,True
763,purple,0.03451846738004832,True
764,Worm,0.03451846738004832,True
765,Dexdomitor,0.03451846738004832,True
