ClaimId,id_lineitem,amt_lineitem,features
75,516,43,x
75,517,43,x
75,518,155,x
75,519,155,x
75,520,95,x
75,521,95,x
75,522,69,x
75,523,6.9,x
75,524,12,x
75,525,12,x
76,526,378,x
76,527,27,x
76,528,27,x
77,529,39.71,x
77,530,16.22,x
77,531,23.75,x
77,532,-5.59,x
78,533,97,x
78,534,139.5,x
78,535,570,x
78,536,401,x
78,537,41.5,x
78,538,48,x
78,539,27.5,x
78,540,102,x
78,541,85,x
78,542,16,x
78,543,42.5,x
78,544,15,x
78,545,15,x
78,546,21.63,x
78,547,130,x
78,548,63.5,x
78,549,237,x
78,550,506.5,x
78,551,132,x
78,552,52,x
78,553,253.5,x
78,554,68,x
78,555,90.5,x
78,556,232.96,x
78,557,41.5,x
78,558,130,x
78,559,22,x
78,560,41.5,x
78,561,-181.13,x
79,562,294.8,x
79,563,281.85,x
79,564,158.15,x
79,565,91.1,x
79,566,179,x
79,567,229.35,x
79,568,84.4,x
79,569,66.03,x
79,570,38.1,x
80,571,59,x
80,572,69.5,x
80,573,5.89,x
80,574,23.6,x
80,575,36.2,x
80,576,34.9,x
81,577,38.89,x
81,578,29.5,x
81,579,33.2,x
81,580,50.6,x
81,581,27.5,x
81,582,3.32,x
82,583,159,x
82,584,30,x
82,585,90,x
83,586,75,x
83,587,17.5,x
83,588,17.5,x
83,589,17.5,x
83,590,25.9,x
83,591,36.99,x
83,592,4.17,x
83,593,133.11,x
84,594,62.5,x
84,595,23.65,x
84,596,33.2,x
84,597,30.6,x
84,598,101.43,x
84,599,31.95,x
84,600,15.5,x
85,601,48,x
85,602,18,x
85,603,50,x
86,604,57.55,x
86,605,25.88,x
86,606,156.8,x
86,607,121.2,x
86,608,86.53,x
86,609,31.44,x
86,610,80.37,x
86,611,51.95,x
86,612,77,x
86,613,99.98,x
86,614,35.82,x
86,615,63.45,x
86,616,125,x
86,617,198,x
86,618,19.44,x
86,619,35.64,x
86,620,130,x
86,621,176,x
86,622,58.8,x
86,623,24.6,x
87,624,17.99,x
88,625,107.07,x
88,626,253.26,x
88,627,162.23,x
88,628,57.91,x
88,629,475.86,x
88,630,18.62,x
88,631,88.71,x
88,632,232.72,x
88,633,27.5,x
88,634,105.27,x
88,635,73.29,x
88,636,61.52,x
88,637,149.51,x
89,638,22.8,x
89,639,63.54,x
89,640,29.28,x
90,641,68.1,x
90,642,36.02,x
91,643,60,x
91,644,62,x
91,645,139,x
91,646,172,x
91,647,39.5,x
91,648,33.75,x
91,649,37,x
91,650,39,x
91,651,5,x
91,652,17.9,x
91,653,63.8,x
92,654,39.95,x
92,655,29.75,x
92,656,39.99,x
92,657,-37.99,x
92,658,19.95,x
92,659,108.99,x
92,660,15.5,x
93,661,50.95,x
93,662,38.97,x
93,663,26.88,x
93,664,53.5,x
93,665,50.95,x
93,666,38.97,x
93,667,26.88,x
93,668,53.5,x
94,669,65,x
94,670,40,x
94,671,17.75,x
94,672,57.5,x
94,673,21.8,x
94,674,267.88,x
94,675,71.78,x
95,676,31.9,x
95,677,55.4,x
95,678,20.07,x
96,679,70.56,x
96,680,79.98,x
96,681,103.98,x
96,682,16.8,x
96,683,31.28,x
96,684,28.68,x
97,685,51.99,x
97,686,71.91,x
97,687,149,x
97,688,18,x
97,689,54.5,x
97,690,59,x
97,691,24,x
97,692,50,x
97,693,24.5,x
97,694,89.95,x
97,695,249.95,x
97,696,56,x
97,697,23.44,x
97,698,149,x
97,699,64.73,x
97,700,28,x
97,701,18,x
97,702,54.5,x
97,703,59,x
97,704,24,x
97,705,50,x
97,706,56,x
97,707,54.5,x
98,708,95,x
98,709,16,x
98,710,237.53,x
99,711,17.21,x
99,712,63.4,x
99,713,60.72,x
99,714,128.8,x
99,715,69.35,x
99,716,26.47,x
99,717,37,x
99,718,39.99,x
100,719,15,x
100,720,84,x
101,721,125,x
101,722,445,x
101,723,115,x
101,724,6,x
101,725,100,x
101,726,65,x
101,727,60,x
101,728,110,x
101,729,550,x
101,730,300,x
101,731,225,x
101,732,216,x
101,733,285,x
101,734,360,x
101,735,318.55,x
101,736,108.9,x
101,737,192.5,x
101,738,70,x
101,739,192,x
101,740,8.16,x
101,741,30.12,x
101,742,10,x
101,743,385,x
101,744,192,x
101,745,115,x
101,746,28.24,x
101,747,28.24,x
101,748,28.24,x
101,749,30.12,x
101,750,7.48,x
101,751,7.48,x
101,752,6,x
101,753,6.08,x
101,754,28.01,x
101,755,28.02,x
101,756,28.02,x
101,757,28.24,x
101,758,9.5,x
101,759,7.48,x
101,760,6.06,x
101,761,28,x
102,762,41.34,x
102,763,28,x
102,764,66,x
102,765,169.5,x
102,766,213.9,x
102,767,37.8,x
102,768,189.5,x
102,769,85.5,x
102,770,47.65,x
102,771,8.62,x
103,772,95,x
103,773,38,x
103,774,176,x
103,775,100,x
103,776,52,x
103,777,155,x
103,778,85,x
103,779,35.34,x
104,780,28.75,x
104,781,81.75,x
104,782,89.99,x
105,783,85.41,x
105,784,21.03,x
105,785,48.06,x
105,786,41,x
106,787,36,x
106,788,63,x
107,789,64.75,x
107,790,6.48,x
107,791,308.7,x
107,792,85,x
107,793,8.5,x
107,794,54,x
107,795,5.4,x
107,796,16.6,x
107,797,1.66,x
108,798,68.5,x
108,799,26,x
108,800,108.35,x
108,801,26,x
108,802,56,x
108,803,46.5,x
109,804,80.5,x
109,805,16,x
109,806,11.83,x
110,807,42.06,x
110,808,108.65,x
110,809,950,x
110,810,306.2,x
110,811,31.84,x
110,812,59.43,x
110,813,150.7,x
110,814,148.95,x
110,815,681.55,x
110,816,73,x
110,817,97.35,x
110,818,100.63,x
110,819,1350.45,x
110,820,72.35,x
110,821,31.84,x
110,822,31.84,x
110,823,31.84,x
110,824,31.84,x
110,825,30.96,x
110,826,41.28,x
110,827,95.2,x
110,828,31.84,x
111,829,228.55,x
112,830,110,x
112,831,28.08,x
112,832,55.88,x
112,833,9.03,x
112,834,14.34,x
112,835,18.74,x
113,836,24,x
113,837,21,x
113,838,8,x
113,839,90,x
113,840,8,x
114,841,55,x
114,842,236,x
114,843,93.25,x
115,844,68.8,x
115,845,38.93,x
115,846,139,x
115,847,55.14,x
116,848,50,x
116,849,49,x
116,850,5,x
116,851,50,x
116,852,30,x
116,853,20.5,x
117,854,68,x
117,855,32,x
117,856,22,x
118,857,75,x
118,858,240,x
118,859,122.54,x
118,860,182.85,x
118,861,5.84,x
118,862,117.13,x
118,863,117.5,x
118,864,51,x
118,865,44.66,x
119,866,193,x
119,867,4.5,x
119,868,4.5,x
119,869,212.75,x
119,870,68,x
120,871,295,x
120,872,89.25,x
120,873,75,x
120,874,35,x
121,875,70,x
121,876,65,x
121,877,50,x
121,878,75,x
121,879,125,x
121,880,70,x
122,881,40.13,x
122,882,273.2,x
122,883,37.99,x
122,884,17.65,x
123,885,32,x
123,886,11.56,x
123,887,12.44,x
124,888,62.5,x
124,889,32.5,x
124,890,49,x
124,891,33,x
124,892,15,x
124,893,18.84,x
124,894,75.23,x
124,895,309.5,x
124,896,-80.31,x
124,897,-18.2,x
125,898,76.9,x
125,899,3,x
125,900,50,x
126,901,53.1,x
126,902,43.5,x
126,903,93.71,x
127,904,54,x
127,905,62.95,x
127,906,84.5,x
127,907,32.05,x
127,908,57.25,x
127,909,161.18,x
127,910,75.5,x
127,911,32.45,x
127,912,34.85,x
127,913,25.7,x
127,914,84,x
128,915,34.8,x
128,916,90,x
129,917,404.25,x
130,919,52.48,x
130,920,11.75,x
130,921,82,x
130,922,43,x
130,923,38,x
130,924,5,x
130,925,59,x
130,926,58.8,x
131,927,100,x
131,928,166,x
131,929,190,x
131,930,36.5,x
131,931,36.5,x
131,932,62.5,x
131,933,62.5,x
131,934,5.75,x
131,935,5.75,x
131,936,30,x
131,937,30,x
131,938,24.34,x
131,939,24.34,x
131,940,19.5,x
131,941,19.5,x
131,942,165,x
131,943,33,x
131,944,38.52,x
131,945,100,x
131,946,161.5,x
131,947,24.34,x
131,948,24.34,x
131,949,19.5,x
131,950,19.5,x
131,951,62.5,x
131,952,62.5,x
131,953,5.75,x
131,954,5.75,x
131,955,33.5,x
131,956,33.5,x
131,957,33.5,x
131,958,33.5,x
131,959,33.5,x
131,960,33.5,x
131,961,33.75,x
131,962,33.75,x
132,963,411.35,x
132,964,91.1,x
133,965,111.72,x
133,966,39.74,x
134,967,43.35,x
135,968,75,x
135,969,38.75,x
135,970,30.8,x
135,971,3,x
136,972,75,x
136,973,53,x
136,974,-53,x
136,975,88,x
136,976,45,x
136,977,-45,x
136,978,55,x
136,979,-55,x
136,980,73.5,x
136,981,121,x
136,982,70,x
136,983,180,x
136,984,30.5,x
136,985,-30.5,x
136,986,16.2,x
137,987,171,x
137,988,34.7,x
138,989,85.7,x
138,990,97.5,x
138,991,119.5,x
138,992,64.5,x
138,993,388.5,x
138,994,25.31,x
138,995,20.9,x
138,996,56.5,x
138,997,24.9,x
139,1008,54.5,x
139,1009,84,x
139,1010,59,x
140,1011,68,x
140,1012,25,x
140,1013,125,x
140,1014,20,x
140,1015,31,x
140,1016,55,x
140,1017,10.5,x
140,1018,8,x
141,1019,25,x
141,1020,145,x
142,1021,67,x
143,1022,38.15,x
143,1023,26.4,x
143,1024,69.85,x
143,1025,10.43,x
143,1026,57.62,x
143,1027,64.64,x
143,1028,22.09,x
143,1029,70.36,x
143,1030,137.88,x
143,1031,29.5,x
143,1032,81.49,x
143,1033,51.4,x
143,1034,102,x
143,1035,63.49,x
144,1036,27.31,x
145,1037,247.69,x
145,1038,89.61,x
145,1039,68.62,x
145,1040,54.45,x
145,1041,33.85,x
145,1042,32.75,x
146,1043,38.58,x
146,1044,19.72,x
147,1045,69.5,x
147,1046,6.95,x
147,1047,27.64,x
147,1048,89.9,x
147,1049,8.99,x
147,1050,36.3,x
147,1051,3.63,x
147,1052,36.3,x
147,1053,3.63,x
147,1054,55,x
147,1055,5.5,x
147,1056,75,x
147,1057,7.5,x
148,1058,48.6,x
149,1059,35,x
149,1060,22.5,x
149,1061,-21.5,x
149,1062,38.18,x
149,1063,-21.5,x
150,1064,57,x
150,1065,26.75,x
150,1066,52.24,x
150,1067,45.6,x
150,1068,19.75,x
151,1069,90.85,x
151,1070,265.96,x
151,1071,199.1,x
151,1072,108.15,x
151,1073,46.23,x
151,1074,48.2,x
152,1075,4.07,x
152,1076,14.43,x
152,1077,9.04,x
152,1078,29.9,x
152,1079,42.32,x
152,1080,6.34,x
152,1081,7.95,x
152,1082,5,x
152,1083,27.54,x
152,1084,6.75,x
152,1085,10.84,x
152,1086,27.5,x
152,1087,1.53,x
152,1088,12.7,x
153,1089,57.75,x
153,1090,42,x
153,1091,11.67,x
153,1092,11.67,x
154,1093,3.9,x
154,1094,21.99,x
154,1095,16.62,x
154,1096,27.5,x
154,1097,20.15,x
154,1098,10,x
154,1099,57.2,x
154,1100,6.34,x
154,1101,17.5,x
154,1102,88,x
154,1103,19.88,x
154,1104,8.52,x
154,1105,42.32,x
154,1106,3.48,x
155,1107,27.5,x
155,1108,14.43,x
155,1109,8.41,x
155,1110,41.25,x
155,1111,30,x
155,1112,206.8,x
155,1113,14.77,x
155,1114,17.48,x
156,1115,51.85,x
156,1116,79.81,x
156,1117,23.85,x
156,1118,79,x
156,1119,5.46,x
157,1120,258,x
157,1121,67,x
157,1122,37856,x
158,1123,40,x
158,1124,30.7,x
158,1125,40,x
158,1126,82,x
159,1127,20.2,x
159,1128,41.4,x
159,1129,119.7,x
160,1130,235,x
160,1131,50,x
161,1132,70,x
161,1133,1.04,x
161,1134,120,x
161,1135,8.64,x
161,1136,9.65,x
161,1137,8,x
162,1138,213.45,x
162,1139,27.95,x
162,1140,74.48,x
162,1141,36.2,x
162,1142,98.16,x
162,1143,54.67,x
162,1144,32.16,x
162,1145,149.6,x
162,1146,41.33,x
162,1147,30.64,x
163,1148,10.76,x
163,1149,459,x
163,1150,57,x
163,1151,44.1,x
163,1152,195.28,x
163,1153,5.25,x
163,1154,38.59,x
163,1155,20.82,x
163,1156,15,x
163,1157,11.76,x
164,1158,44,x
164,1159,179.95,x
164,1160,28.93,x
165,1161,53,x
165,1162,30,x
165,1163,24,x
165,1164,88.99,x
165,1165,16,x
165,1166,-10,x
165,1167,8.4,x
166,1168,20,x
166,1169,60,x
166,1170,30.38,x
166,1171,142.04,x
166,1172,50,x
166,1173,72.13,x
167,1174,67,x
167,1175,44,x
167,1176,41.5,x
167,1177,57,x
167,1178,21.01,x
167,1179,1.996,x
168,1180,76,x
168,1181,16.5,x
168,1182,16.2,x
169,1183,101.25,x
169,1184,165.38,x
169,1185,64.5,x
169,1186,107,x
169,1187,44.25,x
169,1188,47.16,x
169,1189,307,x
169,1190,93.25,x
169,1191,307,x
169,1192,93.25,x
169,1193,164,x
169,1194,93.25,x
169,1195,34,x
169,1196,104.5,x
169,1197,41.65,x
169,1198,42.92,x
169,1199,-79,x
169,1200,76.71,x
169,1201,432,x
169,1202,44.38,x
169,1203,247.5,x
169,1204,72,x
169,1205,42.75,x
169,1206,40.76,x
169,1207,48.02,x
169,1208,-79,x
169,1209,39.55,x
169,1210,167.56,x
169,1211,35,x
169,1212,303,x
169,1213,164,x
169,1214,93.25,x
169,1215,135.75,x
169,1216,121,x
169,1217,158,x
169,1218,64.5,x
169,1219,53.75,x
169,1220,36.25,x
169,1221,45.17,x
169,1222,39.55,x
169,1223,0.33,x
169,1224,78.75,x
169,1225,34,x
169,1226,98,x
169,1227,46.34,x
169,1228,43.18,x
169,1229,-79,x
169,1230,121,x
169,1231,158,x
169,1232,64.5,x
169,1233,78.75,x
169,1234,86,x
169,1235,45.17,x
169,1236,0.33,x
169,1237,39.6,x
169,1238,121,x
169,1239,158,x
169,1240,64.5,x
169,1241,45.17,x
169,1242,0.33,x
169,1243,78.75,x
169,1244,49.76,x
169,1245,127.25,x
169,1246,45.02,x
169,1247,68,x
169,1248,43.98,x
169,1249,121,x
169,1250,158,x
169,1251,64.5,x
169,1252,78.75,x
169,1253,10.56,x
169,1254,4.2,x
169,1255,27.85,x
169,1256,45.17,x
169,1257,0.22,x
169,1258,43.98,x
169,1259,121,x
169,1260,158,x
169,1261,64.5,x
169,1262,0.22,x
169,1263,43.98,x
169,1264,1.38,x
169,1265,2.1,x
169,1266,43.98,x
169,1267,121,x
169,1268,158,x
169,1269,64.5,x
169,1270,0.22,x
169,1271,65.63,x
169,1272,1.38,x
169,1273,78.75,x
169,1274,4.2,x
169,1275,108,x
169,1276,121,x
169,1277,0.22,x
169,1278,2.1,x
169,1279,1.38,x
169,1280,0.22,x
169,1281,108,x
169,1282,121,x
169,1283,2.1,x
169,1284,0.22,x
169,1285,1.38,x
169,1286,3.41,x
169,1287,108,x
169,1288,121,x
169,1289,3.41,x
169,1290,100,x
169,1291,328,x
169,1292,186.5,x
169,1293,1050,x
169,1294,304.25,x
169,1295,376.5,x
169,1296,201,x
169,1297,229,x
169,1298,13,x
169,1299,204.25,x
169,1300,620,x
169,1301,39.79,x
169,1302,78.19,x
169,1303,42.02,x
169,1304,40.38,x
169,1305,45.84,x
169,1306,43.33,x
169,1307,68.13,x
169,1308,24,x
169,1309,20,x
169,1310,40.5,x
169,1311,150,x
169,1312,35,x
169,1313,43,x
169,1314,15.75,x
169,1315,263.5,x
169,1316,43.9,x
169,1317,45.17,x
169,1318,-118.5,x
169,1319,45.64,x
169,1320,0.44,x
169,1321,108,x
169,1322,121,x
169,1323,0.22,x
169,1324,39.6,x
169,1325,1.38,x
169,1326,4.2,x
169,1327,3.41,x
169,1328,60,x
169,1329,57,x
169,1330,6.82,x
169,1331,69.27,x
169,1332,1.38,x
169,1333,60,x
169,1334,57,x
169,1335,0.88,x
169,1336,1.38,x
169,1337,3.41,x
169,1338,30,x
169,1339,28.5,x
169,1340,0.44,x
169,1341,1.38,x
169,1342,66.74,x
169,1343,38.32,x
169,1344,37.48,x
170,1345,450,x
170,1346,40,x
170,1347,25,x
170,1348,44,x
170,1349,210,x
170,1350,60,x
170,1351,39.04,x
170,1352,12.76,x
170,1353,19.08,x
170,1354,59.58,x
170,1355,1.67,x
171,1356,55,x
171,1357,45,x
171,1358,42,x
171,1359,66,x
171,1360,14.99,x
171,1361,26,x
171,1362,22,x
172,1363,61.17,x
173,1364,150,x
173,1365,180,x
173,1366,7.75,x
173,1367,99.88,x
173,1368,295,x
173,1369,165,x
173,1370,25,x
173,1371,57.25,x
173,1372,52.88,x
174,1373,92,x
174,1374,50,x
174,1375,77.75,x
174,1376,50.11,x
174,1377,54,x
174,1378,50.5,x
174,1379,20,x
174,1380,30,x
174,1381,89.5,x
174,1382,206.5,x
174,1383,7.75,x
175,1384,30.25,x
176,1385,36,x
176,1386,90,x
176,1387,27.06,x
176,1388,25,x
176,1389,28,x
176,1390,11.4,x
176,1391,8.3,x
176,1392,12.46,x
177,1393,34,x
177,1394,-20,x
177,1395,54.8,x
178,1396,51.71,x
178,1397,8.32,x
178,1398,92.5,x
178,1399,15.75,x
178,1400,45.09,x
178,1401,30.78,x
178,1402,11.56,x
179,1403,64.58,x
179,1404,149.9,x
180,1405,45.9,x
180,1406,81.45,x
180,1407,4.5,x
180,1408,166.95,x
180,1409,71.55,x
180,1410,13.12,x
181,1411,43.3,x
181,1412,39.73,x
181,1413,71.56,x
181,1414,-118.5,x
181,1415,118,x
181,1416,1265,x
181,1417,489.25,x
181,1418,201,x
181,1419,229,x
181,1420,21,x
181,1421,48,x
181,1422,94,x
181,1423,60,x
181,1424,40,x
181,1425,292.75,x
181,1426,78.75,x
181,1427,203,x
181,1428,66,x
181,1429,307,x
181,1430,93.25,x
181,1431,454.5,x
181,1432,35,x
181,1433,68,x
181,1434,13,x
181,1435,204.25,x
181,1436,930,x
181,1437,49.56,x
181,1438,107,x
181,1439,91.5,x
181,1440,42.57,x
181,1441,43.02,x
181,1442,326.75,x
181,1443,300,x
181,1444,70,x
181,1445,45.68,x
181,1446,46.94,x
181,1447,40.91,x
181,1448,263.5,x
181,1449,32.5,x
181,1450,28.75,x
181,1451,39.61,x
181,1452,60,x
181,1453,57,x
181,1454,0.56,x
181,1455,41.98,x
181,1456,0.35,x
181,1457,0.33,x
181,1458,0.22,x
181,1459,40.87,x
181,1460,32.86,x
181,1461,38.32,x
181,1462,24.88,x
181,1463,27.8,x
182,1464,169.5,x
182,1465,101,x
182,1466,54,x
182,1467,29,x
182,1468,8,x
182,1469,147,x
182,1470,28,x
182,1471,318,x
182,1472,85.5,x
182,1473,93.12,x
182,1474,258,x
182,1475,69,x
182,1476,48.66,x
182,1477,96.44,x
182,1478,60.9,x
182,1479,68,x
182,1480,146,x
182,1481,53,x
182,1482,112,x
182,1483,842,x
