word,count_p,count_np,diff_p_np
2,0.34518467380048323,0.40174277145928816,-0.05655809765880493
of,0.10355540214014498,0.09336275674758106,0.010192645392563926
Drontal,0.17259233690024162,0.005658348893792791,0.16693398800644882
68.0,0.03451846738004832,0.0,0.03451846738004832
mg,0.20711080428028997,0.9958694053075312,-0.7887586010272413
Safe,0.03451846738004832,0.0,0.03451846738004832
Guard,0.03451846738004832,0.0,0.03451846738004832
Suspension,0.03451846738004832,0.1414587223448198,-0.10694025496477147
25.1-50,0.03451846738004832,0.0,0.03451846738004832
50-100,0.1380738695201933,0.0,0.1380738695201933
lbs,1.2771832930617881,0.10750862898206304,1.169674664079725
Single,0.4832585433206766,0.08204605895999548,0.40121248436068113
Metronidazole,0.03451846738004832,0.41305946924687376,-0.37854100186682543
250,0.03451846738004832,0.16126294347309456,-0.12674447609304623
Panacur,0.1380738695201933,0.10185028008827024,0.03622358943192305
51lb-100lb,0.03451846738004832,0.0,0.03451846738004832
Dose,0.44874007594062826,0.011316697787585582,0.43742337815304266
per,0.3797031411805316,0.7893396706840944,-0.4096365295035628
day,0.06903693476009665,0.05375431449103152,0.015282620269065128
SNAP,0.2416292716603383,0.03112091891586035,0.21050835274447793
4DX,0.6558508802209182,0.02546257002206756,0.6303883101988507
HW/E,0.10355540214014498,0.0,0.10355540214014498
Canis/Anap./Lyme,0.10355540214014498,0.0,0.10355540214014498
RABIES,0.44874007594062826,0.005658348893792791,0.44308172704683546
VACCINATION,0.10355540214014498,0.0,0.10355540214014498
reminder,0.06903693476009665,0.0,0.06903693476009665
YEAR,0.41422160856057993,0.008487523340689187,0.40573408521989074
BOOSTER,0.41422160856057993,0.0028291744468963956,0.41139243411368354
cvv,0.10355540214014498,0.005658348893792791,0.09789705324635219
tdt,0.06903693476009665,0.028291744468963955,0.04074519029113269
Prpl,0.06903693476009665,0.0,0.06903693476009665
Lg,0.06903693476009665,0.03112091891586035,0.037916015844236296
24.1-60lb/11-27.3kg,0.06903693476009665,0.0,0.06903693476009665
10-24lbs,0.03451846738004832,0.0,0.03451846738004832
6pk,0.2761477390403866,0.0,0.2761477390403866
Blue,0.6213324128408698,0.03677926780965314,0.5845531450312167
6m,0.03451846738004832,0.0,0.03451846738004832
25lbs,0.1380738695201933,0.0,0.1380738695201933
Year,0.7939247497411115,0.005658348893792791,0.7882664008473187
Spectrum,0.10355540214014498,0.0,0.10355540214014498
Chew,0.3797031411805316,0.11033780342895944,0.2693653377515722
08.1-25lbs,0.03451846738004832,0.0,0.03451846738004832
Green,0.5522954780807732,0.01980422112827477,0.5324912569524984
Intra-nasal,0.03451846738004832,0.0,0.03451846738004832
Tick,0.03451846738004832,0.005658348893792791,0.028860118486255533
Tapeworm,0.06903693476009665,0.0,0.06903693476009665
Treatment,0.10355540214014498,0.07921688451309908,0.024338517627045905
Int'l,0.03451846738004832,0.0,0.03451846738004832
Travel,0.03451846738004832,0.0,0.03451846738004832
Parastar,0.06903693476009665,0.0,0.06903693476009665
4-22lbs,0.03451846738004832,0.0,0.03451846738004832
3pk,0.03451846738004832,0.0,0.03451846738004832
Orange,0.10355540214014498,0.0028291744468963956,0.10072622769324859
ComboGuard,0.17259233690024162,0.0,0.17259233690024162
40.1-60lb,0.06903693476009665,0.005658348893792791,0.06337858586630385
DISPMED,0.20711080428028997,0.5573473660385899,-0.3502365617583
LEPTOSPIROSIS,0.1380738695201933,0.0028291744468963956,0.1352446950732969
VACCINE#2(ANNUAL,0.03451846738004832,0.0,0.03451846738004832
Parasite,0.3106662064204349,0.04243761670344594,0.268228589716989
Screen,0.1380738695201933,0.08487523340689188,0.05319863611330142
12,0.10355540214014498,0.05092514004413512,0.052630262096009864
22kg,0.03451846738004832,0.0,0.03451846738004832
Prepaid,0.10355540214014498,0.008487523340689187,0.0950678787994558
DA2P-Pv,0.34518467380048323,0.0,0.34518467380048323
4wk,0.10355540214014498,0.0028291744468963956,0.10072622769324859
O&P,0.3106662064204349,0.028291744468963955,0.282374461951471
T805,0.20711080428028997,0.02546257002206756,0.1816482342582224
Intranasal,0.6213324128408698,0.005658348893792791,0.615674063947077
Ova,0.2416292716603383,0.05941266338482431,0.18221660827551397
and,0.2416292716603383,0.2744299213489504,-0.0328006496886121
Sentinel,0.34518467380048323,0.005658348893792791,0.33952632490669044
11,0.10355540214014498,0.011316697787585582,0.0922387043525594
PER,0.1380738695201933,0.0622418378317207,0.07583203168847259
DOSE,0.10355540214014498,0.0,0.10355540214014498
Imrab,0.06903693476009665,0.0028291744468963956,0.06620776031320025
DAPPv,0.03451846738004832,0.0,0.03451846738004832
Bronchi-Shield,0.03451846738004832,0.0,0.03451846738004832
Lab,0.06903693476009665,0.07921688451309908,-0.010179949753002432
Ova/Parasites,0.06903693476009665,0.0,0.06903693476009665
Promo,0.03451846738004832,0.0,0.03451846738004832
Package,0.03451846738004832,0.03112091891586035,0.003397548464187973
Injectable,0.2416292716603383,0.10750862898206304,0.13412064267827525
CareClub,0.10355540214014498,0.05658348893792791,0.046971913202217074
Puppy/Kitten,0.03451846738004832,0.016975046681378374,0.01754342069866995
Deworming,0.03451846738004832,0.005658348893792791,0.028860118486255533
Pick,0.06903693476009665,0.005658348893792791,0.06337858586630385
Li,0.03451846738004832,0.0,0.03451846738004832
IDEXX,0.17259233690024162,0.14994624568550896,0.022646091214732655
FECAL,0.1380738695201933,0.022633395575171165,0.11544047394502213
G,0.03451846738004832,0.014145872234481978,0.020372595145566344
Krillex,0.03451846738004832,0.0,0.03451846738004832
Shed,0.03451846738004832,0.0,0.03451846738004832
Free,0.03451846738004832,0.014145872234481978,0.020372595145566344
60ct,0.06903693476009665,0.02546257002206756,0.04357436473802909
Pet,0.03451846738004832,0.07638771006620268,-0.041869242686154357
IDX,0.06903693476009665,0.07921688451309908,-0.010179949753002432
Panel,0.17259233690024162,0.20370056017654048,-0.031108223276298863
Standard,0.06903693476009665,0.05658348893792791,0.012453445822168736
8.1-25,0.03451846738004832,0.0,0.03451846738004832
DAPP,0.10355540214014498,0.0,0.10355540214014498
50.1-100lb/22.8-45.4kg,0.06903693476009665,0.0,0.06903693476009665
22-44,0.06903693476009665,0.0,0.06903693476009665
Pack,0.06903693476009665,0.04809596559723873,0.02094096916285792
26-50,0.1380738695201933,0.011316697787585582,0.1267571717326077
4Serovar,0.1380738695201933,0.0028291744468963956,0.1352446950732969
DrontalPlusCanine136,0.03451846738004832,0.0,0.03451846738004832
Rx,0.03451846738004832,0.028291744468963955,0.006226722911084368
Injection,0.17259233690024162,0.5912974594013467,-0.4187051225011051
Proheart,0.03451846738004832,0.0,0.03451846738004832
61-90,0.03451846738004832,0.005658348893792791,0.028860118486255533
UBAVET,0.03451846738004832,0.0,0.03451846738004832
Powermeg,0.03451846738004832,0.0028291744468963956,0.031689292933151925
250ml,0.03451846738004832,0.014145872234481978,0.020372595145566344
Leptovax,0.03451846738004832,0.0,0.03451846738004832
4,0.2416292716603383,0.16692129236688735,0.07470797929345094
Second,0.03451846738004832,0.0,0.03451846738004832
Cough,0.06903693476009665,0.008487523340689187,0.06054941141940746
Syndrome,0.03451846738004832,0.0,0.03451846738004832
IN,0.1380738695201933,0.022633395575171165,0.11544047394502213
Brown,0.2416292716603383,0.0,0.2416292716603383
51-100lbs)-6,0.06903693476009665,0.0,0.06903693476009665
mos,0.06903693476009665,0.0,0.06903693476009665
Tablet,0.10355540214014498,0.34233010807446385,-0.23877470593431888
44.1-88,0.20711080428028997,0.0,0.20711080428028997
8.1,0.03451846738004832,0.0,0.03451846738004832
25lb,0.06903693476009665,0.005658348893792791,0.06337858586630385
Each,0.03451846738004832,0.03677926780965314,-0.0022608004296048173
PrazPyr,0.03451846738004832,0.0,0.03451846738004832
Fel,0.06903693476009665,0.07921688451309908,-0.010179949753002432
Tab,0.10355540214014498,0.5601765404854864,-0.4566211383453414
Da2pp,0.10355540214014498,0.0,0.10355540214014498
Discount,0.1380738695201933,0.44418038816273414,-0.30610651864254085
Vir.(Intranasal,0.1380738695201933,0.0,0.1380738695201933
non-Purevax,0.03451846738004832,0.0,0.03451846738004832
Feline,0.2761477390403866,0.23199230464550444,0.04415543439488215
FVRCP,0.2761477390403866,0.0,0.2761477390403866
Strongid,0.10355540214014498,0.0,0.10355540214014498
Pyrantel,0.03451846738004832,0.0,0.03451846738004832
Pamoate,0.03451846738004832,0.0,0.03451846738004832
32oz,0.03451846738004832,0.0,0.03451846738004832
oz,0.03451846738004832,0.1386295478979234,-0.10411108051787507
Granules,0.03451846738004832,0.04809596559723873,-0.013577498217190405
by,0.03451846738004832,0.05375431449103152,-0.019235847110983195
the,0.03451846738004832,0.0028291744468963956,0.031689292933151925
gram,0.03451846738004832,0.014145872234481978,0.020372595145566344
222mg/g,0.03451846738004832,0.005658348893792791,0.028860118486255533
Giardia,0.3106662064204349,0.05941266338482431,0.2512535430356106
Elisa,0.03451846738004832,0.008487523340689187,0.026030944039359134
2018,0.03451846738004832,0.0,0.03451846738004832
24-60lb,0.03451846738004832,0.0,0.03451846738004832
5917,0.03451846738004832,0.0,0.03451846738004832
Pill,0.10355540214014498,0.09902110564137384,0.004534296498771143
Splitter,0.06903693476009665,0.0,0.06903693476009665
9.9-22lb/4.5-10kg,0.10355540214014498,0.0,0.10355540214014498
Sgl,0.2761477390403866,0.0,0.2761477390403866
Add,0.10355540214014498,0.0622418378317207,0.04131356430842428
On,0.10355540214014498,0.02546257002206756,0.07809283211807742
ADD70,0.03451846738004832,0.0,0.03451846738004832
PREPAID,0.06903693476009665,0.014145872234481978,0.05489106252561467
DHPPL,0.03451846738004832,0.0,0.03451846738004832
tab,0.10355540214014498,0.10750862898206304,-0.003953226841918053
TBF,0.03451846738004832,0.03112091891586035,0.003397548464187973
UA,0.06903693476009665,0.11033780342895944,-0.04130086866886279
SA705,0.03451846738004832,0.028291744468963955,0.006226722911084368
US,0.03451846738004832,0.05092514004413512,-0.016406672664086797
Guided,0.03451846738004832,0.05375431449103152,-0.019235847110983195
Cystocentesis,0.03451846738004832,0.1386295478979234,-0.10411108051787507
Fenbendazole,0.03451846738004832,0.022633395575171165,0.011885071804877159
100mg/ml,0.03451846738004832,0.09619193119447746,-0.06167346381442913
Sm,0.03451846738004832,0.028291744468963955,0.006226722911084368
up,0.06903693476009665,0.11599615232275222,-0.04695921756265557
to,0.17259233690024162,0.15277542013240536,0.019816916767836257
25,0.06903693476009665,0.10750862898206304,-0.03847169422196639
chew,0.06903693476009665,0.011316697787585582,0.057720236972511066
Vacc1yr,0.03451846738004832,0.0,0.03451846738004832
w,0.2416292716603383,0.19804221128274768,0.04358706037759061
Comp,0.03451846738004832,0.011316697787585582,0.023201769592462743
Antigens,0.03451846738004832,0.0,0.03451846738004832
Doxycycline,0.03451846738004832,0.07638771006620268,-0.041869242686154357
100mg,0.03451846738004832,0.43852203926894134,-0.404003571888893
tablet,0.1380738695201933,0.14994624568550896,-0.011872376165315668
month,0.10355540214014498,0.0028291744468963956,0.10072622769324859
retest,0.03451846738004832,0.0,0.03451846738004832
Baseline,0.03451846738004832,0.0028291744468963956,0.031689292933151925
Radiographs,0.03451846738004832,0.08204605895999548,-0.047527591579947154
Xray,0.03451846738004832,0.028291744468963955,0.006226722911084368
Iverhart,0.03451846738004832,0.0,0.03451846738004832
0-25lbs,0.03451846738004832,0.0,0.03451846738004832
Effitix,0.06903693476009665,0.0,0.06903693476009665
11-23,0.06903693476009665,0.0,0.06903693476009665
months,0.2761477390403866,0.0028291744468963956,0.2733185645934902
Prednisone,0.03451846738004832,0.10185028008827024,-0.06733181270822192
5,0.10355540214014498,0.11599615232275222,-0.012440750182607235
Senior,0.03451846738004832,0.08770440785378826,-0.05318594047373994
Wellness,0.10355540214014498,0.14994624568550896,-0.04639084354536398
Profile,0.10355540214014498,0.24047982798619363,-0.13692442584604864
NEXGARD,0.03451846738004832,0.0,0.03451846738004832
6PK,0.03451846738004832,0.0,0.03451846738004832
med,0.03451846738004832,0.0028291744468963956,0.031689292933151925
DOG,0.10355540214014498,0.01980422112827477,0.08375118101187021
INTERCEPTOR,0.03451846738004832,0.0,0.03451846738004832
PLUS,0.1380738695201933,0.008487523340689187,0.1295863461795041
8-25LBS,0.03451846738004832,0.0,0.03451846738004832
Comprehensive,0.1380738695201933,0.2914049680303287,-0.15333109851013543
Bivalent,0.1380738695201933,0.0,0.1380738695201933
Nob,0.03451846738004832,0.0,0.03451846738004832
1of2,0.03451846738004832,0.0,0.03451846738004832
Hazardous,0.1380738695201933,0.0650710122786171,0.0730028572415762
Disposal,0.2416292716603383,0.23482147909240084,0.006807792567937454
Virbantel,0.03451846738004832,0.0,0.03451846738004832
puppy/kitten,0.03451846738004832,0.0028291744468963956,0.031689292933151925
4-22,0.03451846738004832,0.0,0.03451846738004832
ORANGE,0.03451846738004832,0.0,0.03451846738004832
PUP,0.03451846738004832,0.0,0.03451846738004832
FINAL,0.06903693476009665,0.0,0.06903693476009665
12-16,0.03451846738004832,0.0,0.03451846738004832
Wks,0.03451846738004832,0.0,0.03451846738004832
other,0.06903693476009665,0.014145872234481978,0.05489106252561467
Split/with,0.03451846738004832,0.0,0.03451846738004832
vacc,0.03451846738004832,0.0,0.03451846738004832
Simparica,0.3106662064204349,0.011316697787585582,0.2993495086328493
44.1-88.0,0.10355540214014498,0.0,0.10355540214014498
green,0.10355540214014498,0.0,0.10355540214014498
51-100,0.2416292716603383,0.0028291744468963956,0.2388000972134419
mo,0.1380738695201933,0.011316697787585582,0.1267571717326077
Flotation,0.03451846738004832,0.008487523340689187,0.026030944039359134
Prepay,0.03451846738004832,0.0,0.03451846738004832
0,0.03451846738004832,0.005658348893792791,0.028860118486255533
6-Pack,0.03451846738004832,0.0,0.03451846738004832
11.5-22.0lbs,0.03451846738004832,0.0,0.03451846738004832
SINGLE,0.17259233690024162,0.016975046681378374,0.15561729021886325
O,0.06903693476009665,0.008487523340689187,0.06054941141940746
68mg,0.03451846738004832,0.0028291744468963956,0.031689292933151925
2wk,0.06903693476009665,0.0,0.06903693476009665
Trifexis,0.17259233690024162,0.0,0.17259233690024162
0140mg,0.03451846738004832,0.0,0.03451846738004832
05-10,0.03451846738004832,0.0,0.03451846738004832
Mo,0.03451846738004832,0.0,0.03451846738004832
AC808,0.03451846738004832,0.0,0.03451846738004832
Accuplex,0.06903693476009665,0.0028291744468963956,0.06620776031320025
Sedimentation,0.06903693476009665,0.008487523340689187,0.06054941141940746
w/Giardia,0.10355540214014498,0.005658348893792791,0.09789705324635219
Chewables,0.06903693476009665,0.028291744468963955,0.04074519029113269
10.1-24,0.10355540214014498,0.0,0.10355540214014498
68,0.06903693476009665,0.0,0.06903693476009665
mcg,0.10355540214014498,0.0,0.10355540214014498
third,0.03451846738004832,0.0028291744468963956,0.031689292933151925
vaccine,0.20711080428028997,0.005658348893792791,0.20145245538649717
waste,0.03451846738004832,0.014145872234481978,0.020372595145566344
disposal,0.03451846738004832,0.01980422112827477,0.014714246251773554
fee,0.03451846738004832,0.09053358230068466,-0.056015114920636336
26,0.03451846738004832,0.008487523340689187,0.026030944039359134
50,0.1380738695201933,0.15560459457930176,-0.017530725059108465
ORAL,0.06903693476009665,0.005658348893792791,0.06337858586630385
PUPPY,0.06903693476009665,0.0028291744468963956,0.06620776031320025
2nd,0.03451846738004832,0.008487523340689187,0.026030944039359134
All,0.03451846738004832,0.0028291744468963956,0.031689292933151925
Sizes,0.03451846738004832,0.0028291744468963956,0.031689292933151925
pill,0.06903693476009665,0.014145872234481978,0.05489106252561467
DRONTAL,0.03451846738004832,0.0,0.03451846738004832
LG,0.06903693476009665,0.011316697787585582,0.057720236972511066
68MG,0.03451846738004832,0.0,0.03451846738004832
DHPPC/Lyme/Lepto,0.03451846738004832,0.0,0.03451846738004832
Heartworm/Lyme/Ehrlichia/Anaplasma,0.03451846738004832,0.0,0.03451846738004832
canine,0.03451846738004832,0.014145872234481978,0.020372595145566344
FELV,0.06903693476009665,0.0028291744468963956,0.06620776031320025
FIV,0.03451846738004832,0.0,0.03451846738004832
IH,0.1380738695201933,0.05658348893792791,0.08149038058226538
In,0.10355540214014498,0.2829174446896396,-0.17936204254949462
House,0.10355540214014498,0.21784643241102247,-0.11429103027087749
DAP,0.17259233690024162,0.0,0.17259233690024162
Dx,0.1380738695201933,0.022633395575171165,0.11544047394502213
EDD,0.03451846738004832,0.0028291744468963956,0.031689292933151925
Adult,0.06903693476009665,0.05375431449103152,0.015282620269065128
AC607,0.03451846738004832,0.0,0.03451846738004832
In-house,0.06903693476009665,0.01980422112827477,0.04923271363182188
12Pk,0.03451846738004832,0.0,0.03451846738004832
22,0.06903693476009665,0.005658348893792791,0.06337858586630385
44,0.03451846738004832,0.0028291744468963956,0.031689292933151925
68996,0.03451846738004832,0.0,0.03451846738004832
Dasuquin,0.03451846738004832,0.09053358230068466,-0.056015114920636336
Adv,0.03451846738004832,0.01980422112827477,0.014714246251773554
64Ct,0.03451846738004832,0.0,0.03451846738004832
60-120,0.03451846738004832,0.0028291744468963956,0.031689292933151925
50.1-100,0.1380738695201933,0.0,0.1380738695201933
26-50lbs,0.03451846738004832,0.0028291744468963956,0.031689292933151925
22.1,0.03451846738004832,0.0028291744468963956,0.031689292933151925
44lbs,0.03451846738004832,0.0,0.03451846738004832
Orange>4.5kg-10kg,0.03451846738004832,0.0,0.03451846738004832
Administration,0.06903693476009665,0.0679001867255135,0.0011367480345831488
Fee,0.34518467380048323,0.5997849827420358,-0.2546003089415526
Revolution,0.2416292716603383,0.0028291744468963956,0.2388000972134419
Felv,0.03451846738004832,0.0,0.03451846738004832
Fiv,0.03451846738004832,0.0,0.03451846738004832
RAH,0.03451846738004832,0.0,0.03451846738004832
Vaccinations,0.03451846738004832,0.0028291744468963956,0.031689292933151925
Revolution(<=2.5kg,0.03451846738004832,0.0,0.03451846738004832
Mauve,0.03451846738004832,0.0028291744468963956,0.031689292933151925
22.1-44,0.03451846738004832,0.0,0.03451846738004832
Microchip-Homeagain,0.03451846738004832,0.0,0.03451846738004832
registr,0.03451846738004832,0.0,0.03451846738004832
PANACUR,0.03451846738004832,0.008487523340689187,0.026030944039359134
51-75LB,0.03451846738004832,0.0,0.03451846738004832
PACKET,0.03451846738004832,0.0028291744468963956,0.031689292933151925
GROUP,0.03451846738004832,0.011316697787585582,0.023201769592462743
Occult,0.06903693476009665,0.0,0.06903693476009665
Heartworm/Lyme/Ehrlichia/Anaplasmosis,0.03451846738004832,0.0,0.03451846738004832
doses,0.03451846738004832,0.0028291744468963956,0.031689292933151925
6mos,0.03451846738004832,0.0,0.03451846738004832
2-8lb/0.9-3.6kg,0.03451846738004832,0.0,0.03451846738004832
Microchip,0.20711080428028997,0.0028291744468963956,0.20428162983339357
Implantation/Registration,0.03451846738004832,0.0,0.03451846738004832
D,0.06903693476009665,0.028291744468963955,0.04074519029113269
IN-CLINIC,0.03451846738004832,0.0028291744468963956,0.031689292933151925
Hills,0.03451846738004832,0.10750862898206304,-0.07299016160201471
DD,0.03451846738004832,0.0,0.03451846738004832
Salmon,0.03451846738004832,0.011316697787585582,0.023201769592462743
370,0.03451846738004832,0.0,0.03451846738004832
gm,0.06903693476009665,0.022633395575171165,0.046403539184925485
can,0.03451846738004832,0.08487523340689188,-0.05035676602684355
INFLUENZA,0.03451846738004832,0.0028291744468963956,0.031689292933151925
BIVAL,0.03451846738004832,0.0,0.03451846738004832
YEARLY,0.03451846738004832,0.0,0.03451846738004832
EXAM/INTESTINAL,0.03451846738004832,0.0,0.03451846738004832
PARASITE,0.10355540214014498,0.0,0.10355540214014498
15,0.06903693476009665,0.15560459457930176,-0.08656765981920511
ml,0.06903693476009665,0.44135121371583774,-0.3723142789557411
40-56kg,0.03451846738004832,0.0,0.03451846738004832
PINK,0.03451846738004832,0.0,0.03451846738004832
Chewable,0.1380738695201933,0.14711707123861256,-0.00904320171841927
T615,0.06903693476009665,0.0,0.06903693476009665
Idexx,0.20711080428028997,0.20087138572964408,0.006239418550645887
II,0.06903693476009665,0.02546257002206756,0.04357436473802909
Lrg,0.03451846738004832,0.0028291744468963956,0.031689292933151925
11-25kg,0.03451846738004832,0.0,0.03451846738004832
